501,40.9223,-72.6371,Holtsville,NY,Suffolk
601,18.1653,-66.7226,Adjuntas,PR,Adjuntas
602,18.3931,-67.181,Aguada,PR,Aguada
603,18.4559,-67.1458,Aguadilla,PR,Aguadilla
606,18.1729,-66.9441,Maricao,PR,Maricao
610,18.2887,-67.1397,Anasco,PR,Anasco
611,18.2795,-66.8022,Angeles,PR,Utuado
612,18.4507,-66.6983,Arecibo,PR,Arecibo
616,18.4448,-66.6407,Bajadero,PR,Arecibo
617,18.4471,-66.5443,Barceloneta,PR,Barceloneta
622,17.9985,-67.1873,Boqueron,PR,Cabo Rojo
623,18.0622,-67.1495,Cabo Rojo,PR,Cabo Rojo
624,18.0235,-66.7262,Penuelas,PR,Penuelas
627,18.4779,-66.8548,Camuy,PR,Camuy
631,18.2692,-66.865,Castaner,PR,Lares
636,18.1133,-67.0397,Rosario,PR,San German
637,18.0873,-66.9349,Sabana Grande,PR,Sabana Grande
638,18.3362,-66.4721,Ciales,PR,Ciales
641,18.25,-66.699,Utuado,PR,Utuado
646,18.4361,-66.282,Dorado,PR,Dorado
647,17.9696,-66.9398,Ensenada,PR,Guanica
650,18.3601,-66.5623,Florida,PR,Florida
652,18.4573,-66.6034,Garrochales,PR,Arecibo
653,17.9725,-66.8987,Guanica,PR,Guanica
656,18.0233,-66.7869,Guayanilla,PR,Guayanilla
659,18.4814,-66.8087,Hatillo,PR,Hatillo
660,18.1455,-67.1353,Hormigueros,PR,Hormigueros
662,18.4803,-67.0282,Isabela,PR,Isabela
664,18.2176,-66.5983,Jayuya,PR,Jayuya
667,18.0151,-67.056,Lajas,PR,Lajas
669,18.296,-66.8819,Lares,PR,Lares
670,18.2521,-66.991,Las Marias,PR,Las Marias
674,18.4455,-66.4903,Manati,PR,Manati
676,18.3837,-67.0808,Moca,PR,Moca
677,18.3358,-67.2525,Rincon,PR,Rincon
678,18.453,-66.9337,Quebradillas,PR,Quebradillas
680,18.219,-67.5081,Mayaguez,PR,Mayaguez
683,18.1133,-67.0397,San German,PR,San German
685,18.3236,-66.9722,San Sebastian,PR,San Sebastian
687,18.317,-66.4152,Morovis,PR,Morovis
688,18.4297,-66.6745,Sabana Hoyos,PR,Arecibo
690,18.4762,-67.1396,San Antonio,PR,Aguadilla
692,18.4358,-66.3385,Vega Alta,PR,Vega Alta
693,18.4431,-66.3983,Vega Baja,PR,Vega Baja
698,18.061,-66.8612,Yauco,PR,Yauco
703,18.2504,-66.1285,Aguas Buenas,PR,Aguas Buenas
704,17.9923,-66.1393,Aguirre,PR,Guayama
705,18.1281,-66.2687,Aibonito,PR,Aibonito
707,18.007,-65.8987,Maunabo,PR,Maunabo
714,17.9675,-66.0414,Arroyo,PR,Arroyo
715,18.0119,-66.5637,Mercedita,PR,Ponce
716,18.002,-66.6074,Ponce,PR,Ponce
718,18.2214,-65.7783,Naguabo,PR,Naguabo
719,18.298,-66.2298,Naranjito,PR,Naranjito
720,18.2269,-66.394,Orocovis,PR,Orocovis
721,18.3642,-65.7783,Palmer,PR,Rio Grande
723,18.01,-66.0106,Patillas,PR,Patillas
725,18.213,-66.058,Caguas,PR,Caguas
729,18.3331,-65.8839,Canovanas,PR,Canovanas
735,18.2649,-65.5948,Ceiba,PR,Ceiba
736,18.103,-66.1393,Cayey,PR,Cayey
738,18.3594,-65.6114,Fajardo,PR,Fajardo
739,18.1815,-66.1695,Cidra,PR,Cidra
740,18.332,-65.6388,Puerto Real,PR,Fajardo
741,18.1622,-65.7535,Punta Santiago,PR,Humacao
742,18.2649,-65.5948,Roosevelt Roads,PR,Ceiba
744,18.2063,-65.7431,Rio Blanco,PR,Naguabo
745,18.3673,-65.8166,Rio Grande,PR,Rio Grande
751,17.9985,-66.2648,Salinas,PR,Salinas
754,18.1876,-65.9624,San Lorenzo,PR,San Lorenzo
757,17.9912,-66.3955,Santa Isabel,PR,Santa Isabel
765,18.1233,-65.4604,Vieques,PR,Vieques
766,18.1205,-66.4966,Villalba,PR,Villalba
767,18.0455,-65.887,Yabucoa,PR,Yabucoa
769,18.096,-66.3508,Coamo,PR,Coamo
771,18.1966,-65.872,Las Piedras,PR,Las Piedras
772,18.4474,-65.8994,Loiza,PR,Loiza
773,18.366,-65.7081,Luquillo,PR,Luquillo
775,18.3237,-65.2965,Culebra,PR,Culebra
777,18.2065,-65.9018,Juncos,PR,Juncos
778,18.2591,-65.9746,Gurabo,PR,Gurabo
780,18.002,-66.6074,Coto Laurel,PR,Ponce
782,18.225,-66.2199,Comerio,PR,Comerio
783,18.3044,-66.3305,Corozal,PR,Corozal
784,17.9923,-66.1393,Guayama,PR,Guayama
786,18.1281,-66.2687,La Plata,PR,Aibonito
791,18.138,-65.7885,Humacao,PR,Humacao
794,18.2009,-66.3072,Barranquitas,PR,Barranquitas
795,17.9974,-66.4932,Juana Diaz,PR,Juana Diaz
801,18.3223,-64.9637,St Thomas,VI,Saint Thomas
820,17.7342,-64.7347,Christiansted,VI,Saint Croix
830,18.3282,-64.7407,St John,VI,Saint John
840,17.7342,-64.7347,Frederiksted,VI,Saint Croix
850,17.7342,-64.7347,Kingshill,VI,Saint Croix
901,18.4659,-66.1036,San Juan,PR,San Juan
934,18.3449,-66.166,Fort Buchanan,PR,Bayamon
949,18.4319,-66.1997,Toa Baja,PR,Toa Baja
